Date,Store,Category,Units Sold,Unit Price,Discount %,Revenue
2024-08-19,Delhi,Groceries,10.0,346.13,10.0,3115.13
2024-08-23,Mumbai,Groceries,10.0,435.5,5.0,4137.26
2025-12-23,Delhi,Home & Kitchen,14.0,2304.07,0.0,32256.92
2025-11-07,Delhi,Home & Kitchen,10.0,1954.2,0.0,19542.01
2025-07-01,Mumbai,Home & Kitchen,7.0,1580.68,5.0,10511.52
2025-05-15,Mumbai,Electronics,4.0,8687.01,5.0,33010.64
2024-07-05,Pune,Electronics,2.0,6352.29,25.0,9528.43
2025-11-16,Mumbai,Home & Kitchen,11.0,1744.99,5.0,18235.13
2024-10-30,Chennai,Groceries,6.0,398.69,10.0,2152.93
2025-12-26,Mumbai,Electronics,11.0,7333.97,0.0,80673.66
2025-12-20,Delhi,Groceries,6.0,366.28,0.0,2197.66
2025-08-22,Mumbai,Groceries,5.0,303.34,5.0,1440.87
2024-10-07,Delhi,Clothing,3.0,1249.74,10.0,3374.29
2025-11-30,Pune,Clothing,9.0,995.2,0.0,8956.81
2025-12-30,Delhi,Groceries,5.0,363.5,0.0,1817.49
2024-11-03,Delhi,Clothing,9.0,984.94,25.0,6648.38
2024-12-31,Mumbai,Electronics,10.0,10569.45,0.0,105694.52
2024-06-16,Mumbai,Groceries,9.0,396.89,10.0,3214.8
2025-03-30,Pune,Beauty,12.0,568.36,5.0,6479.34
2024-02-01,Mumbai,Beauty,7.0,571.28,5.0,3799.0
2024-03-13,Mumbai,Groceries,11.0,440.48,10.0,4360.75
2024-12-28,Pune,Groceries,10.0,260.75,5.0,2477.15
2025-03-25,Mumbai,Beauty,7.0,592.97,10.0,3735.73
2024-09-21,Mumbai,Electronics,4.0,8361.73,5.0,31774.57
2024-09-25,Bangalore,Groceries,1.0,383.89,20.0,307.11
2025-02-14,Chennai,Electronics,3.0,9284.92,10.0,25069.27
2025-05-23,Pune,Groceries,9.0,217.01,0.0,1953.11
2025-12-17,Bangalore,Electronics,9.0,10124.59,5.0,86565.26
2025-03-09,Delhi,Clothing,5.0,750.07,10.0,3375.3
2025-07-02,Delhi,Clothing,8.0,1514.5,0.0,12116.0
2025-01-19,Delhi,Groceries,5.0,362.18,0.0,1810.9
2025-07-14,Mumbai,Groceries,5.0,391.74,5.0,1860.74
2024-12-27,Bangalore,Beauty,7.0,522.16,0.0,3655.09
2025-04-10,Bangalore,Clothing,5.0,1181.3,25.0,4429.89
2025-04-29,Mumbai,Groceries,5.0,320.22,5.0,1521.05
2024-10-31,Mumbai,Clothing,4.0,1239.53,15.0,4214.39
2024-03-24,Chennai,Clothing,3.0,1498.97,20.0,3597.53
2025-05-19,Mumbai,Electronics,9.0,10519.36,10.0,85206.8
2024-12-29,Mumbai,Clothing,8.0,1097.0,10.0,7898.41
2025-12-30,Mumbai,Clothing,7.0,1216.44,0.0,8515.09
2024-03-23,Mumbai,Beauty,5.0,956.49,10.0,4304.19
2024-01-21,Mumbai,Clothing,10.0,885.61,5.0,8413.29
2024-05-03,Delhi,Beauty,4.0,607.17,0.0,2428.69
2024-07-27,Bangalore,Clothing,4.0,1004.0,0.0,4015.99
2025-11-04,Mumbai,Electronics,11.0,9020.45,0.0,99224.94
2025-10-20,Delhi,Clothing,10.0,1418.81,15.0,12059.85
2025-07-12,Bangalore,Beauty,3.0,858.33,15.0,2188.74
2025-06-26,Delhi,Sports,3.0,1863.96,15.0,4753.1
2025-09-22,Mumbai,Clothing,1.0,1350.92,5.0,1283.38
2024-04-18,Delhi,Beauty,10.0,520.83,0.0,5208.25
2024-03-26,Pune,Groceries,1.0,292.63,20.0,234.1
2025-06-16,Delhi,Home & Kitchen,3.0,1790.97,20.0,4298.32
2025-02-07,Bangalore,Clothing,5.0,924.41,15.0,3928.72
2024-01-05,Pune,Electronics,9.0,8354.03,10.0,67667.65
2024-10-23,Delhi,Groceries,12.0,454.33,5.0,5179.39
2024-08-15,Bangalore,Home & Kitchen,6.0,1653.12,0.0,9918.73
2024-05-18,Pune,Electronics,3.0,8285.09,20.0,19884.21
2024-06-06,Mumbai,Clothing,2.0,1045.17,0.0,2090.34
2024-08-07,Pune,Clothing,7.0,1540.62,5.0,10245.11
2024-08-05,Pune,Beauty,6.0,706.95,5.0,4029.6
2024-11-22,Bangalore,Home & Kitchen,9.0,1610.97,0.0,14498.76
2025-09-22,Pune,Electronics,10.0,8397.26,0.0,83972.64
2025-09-11,Chennai,Groceries,5.0,318.78,20.0,1275.11
2025-07-22,Chennai,Clothing,5.0,1327.79,10.0,5975.05
2024-07-11,Mumbai,Electronics,6.0,10037.29,10.0,54201.34
2024-09-19,Mumbai,Groceries,6.0,380.23,20.0,1825.11
2025-05-12,Mumbai,Groceries,5.0,235.84,0.0,1179.22
2024-03-14,Mumbai,Groceries,10.0,391.34,15.0,3326.35
2024-06-19,Chennai,Electronics,8.0,8523.25,0.0,68185.98
2025-05-15,Mumbai,Groceries,3.0,348.49,5.0,993.2
2025-02-05,Delhi,Groceries,6.0,298.13,20.0,1431.02
2024-05-13,Delhi,Electronics,5.0,7564.11,25.0,28365.42
2025-08-16,Delhi,Clothing,3.0,1290.44,10.0,3484.19
2025-03-09,Chennai,Home & Kitchen,1.0,1714.69,0.0,1714.69
2025-07-08,Pune,Sports,6.0,1306.51,10.0,7055.15
2025-04-13,Delhi,Sports,7.0,1711.88,10.0,10784.82
2025-03-27,Bangalore,Home & Kitchen,10.0,1654.84,10.0,14893.56
2025-12-29,Bangalore,Sports,6.0,1426.87,0.0,8561.22
2025-05-31,Bangalore,Electronics,4.0,10883.64,25.0,32650.92
2025-03-28,Pune,Groceries,1.0,322.17,0.0,322.17
2025-04-25,Mumbai,Sports,9.0,2232.62,5.0,19088.89
2025-07-17,Mumbai,Electronics,1.0,9383.08,0.0,9383.08
2025-02-23,Delhi,Beauty,1.0,581.71,0.0,581.71
2024-05-30,Mumbai,Groceries,9.0,387.09,15.0,2961.26
2024-07-05,Bangalore,Groceries,7.0,304.8,20.0,1706.88
2025-02-06,Bangalore,Clothing,6.0,1235.69,0.0,7414.15
2024-01-19,Chennai,Electronics,3.0,10308.42,10.0,27832.75
2025-06-14,Delhi,Electronics,5.0,9951.46,5.0,47269.41
2025-01-25,Delhi,Electronics,12.0,7335.51,0.0,88026.13
2024-05-07,Pune,Groceries,7.0,236.94,5.0,1575.67
2025-08-22,Delhi,Clothing,7.0,1378.01,15.0,8199.15
2025-03-29,Mumbai,Groceries,8.0,484.85,10.0,3490.93
2025-03-20,Mumbai,Groceries,8.0,449.58,0.0,3596.67
2025-08-08,Mumbai,Beauty,6.0,776.4,15.0,3959.65
2025-08-26,Chennai,Groceries,8.0,283.7,0.0,2269.58
2024-05-17,Pune,Sports,6.0,2404.61,10.0,12984.89
2024-07-11,Delhi,Groceries,6.0,448.18,10.0,2420.19
2024-05-08,Bangalore,Clothing,4.0,1245.85,0.0,4983.39
2024-01-26,Pune,Groceries,5.0,493.48,0.0,2467.39
2024-01-22,Chennai,Clothing,4.0,1330.07,0.0,5320.27
2025-01-29,Chennai,Home & Kitchen,4.0,1829.5,0.0,7318.0
2024-12-11,Delhi,Electronics,7.0,6169.63,5.0,41028.03
2025-01-08,Mumbai,Sports,6.0,2036.08,0.0,12216.48
2025-03-20,Mumbai,Electronics,10.0,9073.19,0.0,90731.92
2025-02-06,Delhi,Groceries,7.0,377.46,5.0,2510.13
2025-04-05,Chennai,Sports,5.0,1643.02,10.0,7393.57
2025-11-10,Pune,Beauty,11.0,451.65,15.0,4222.96
2024-04-27,Delhi,Beauty,9.0,482.38,0.0,4341.45
2025-11-21,Delhi,Clothing,11.0,1291.61,5.0,13497.28
2025-05-15,Delhi,Groceries,3.0,460.03,10.0,1242.07
2024-07-21,Pune,Beauty,9.0,733.03,5.0,6267.4
2025-12-14,Mumbai,Beauty,8.0,485.41,10.0,3494.93
2025-07-26,Mumbai,Groceries,6.0,489.03,10.0,2640.76
2025-04-24,Pune,Home & Kitchen,9.0,1444.41,10.0,11699.69
2025-07-01,Bangalore,Groceries,4.0,272.18,5.0,1034.29
2025-12-01,Bangalore,Clothing,10.0,1416.62,0.0,14166.19
2025-05-26,Bangalore,Groceries,5.0,296.89,0.0,1484.46
2025-02-22,Chennai,Groceries,4.0,324.2,0.0,1296.78
2024-08-24,Delhi,Sports,8.0,2013.64,10.0,14498.21
2025-02-13,Pune,Beauty,7.0,774.83,15.0,4610.21
2024-09-23,Bangalore,Electronics,7.0,8731.92,15.0,51954.91
2025-07-27,Pune,Clothing,5.0,1300.31,0.0,6501.56
2025-02-06,Bangalore,Electronics,6.0,8131.07,0.0,48786.4
2025-11-20,Chennai,Clothing,8.0,842.03,15.0,5725.82
2025-10-18,Chennai,Electronics,11.0,9810.61,0.0,107916.69
2025-07-27,Mumbai,Groceries,5.0,448.63,15.0,1906.67
2025-03-20,Mumbai,Electronics,7.0,7950.86,5.0,52873.2
2025-07-27,Delhi,Home & Kitchen,3.0,1782.7,10.0,4813.3
2025-03-22,Mumbai,Sports,4.0,2459.43,10.0,8853.96
2025-06-22,Delhi,Beauty,5.0,808.46,20.0,3233.82
2024-02-02,Chennai,Clothing,7.0,1115.78,5.0,7419.97
2025-12-03,Mumbai,Clothing,9.0,1579.59,10.0,12794.71
2024-12-28,Delhi,Clothing,5.0,864.31,15.0,3673.33
2024-06-11,Pune,Beauty,4.0,702.6,0.0,2810.4
2025-07-22,Chennai,Electronics,10.0,7716.18,5.0,73303.71
2024-06-02,Mumbai,Groceries,9.0,319.15,5.0,2728.74
2025-11-15,Mumbai,Groceries,10.0,409.52,0.0,4095.21
2025-01-08,Delhi,Home & Kitchen,8.0,2541.76,0.0,20334.08
2025-01-12,Bangalore,Groceries,6.0,334.36,15.0,1705.23
2024-12-02,Bangalore,Home & Kitchen,7.0,1677.84,25.0,8808.68
2024-11-26,Mumbai,Electronics,8.0,8693.4,0.0,69547.21
2025-06-04,Bangalore,Electronics,8.0,8027.23,25.0,48163.38
2024-05-08,Bangalore,Sports,3.0,2369.73,10.0,6398.28
2024-06-26,Pune,Groceries,6.0,371.73,15.0,1895.82
2024-11-17,Mumbai,Electronics,15.0,6522.84,5.0,92950.49
2024-11-19,Chennai,Home & Kitchen,9.0,1112.48,0.0,10012.28
2025-03-31,Mumbai,Home & Kitchen,10.0,1634.5,0.0,16344.96
2024-08-14,Bangalore,Electronics,9.0,11772.72,20.0,84763.59
2025-02-17,Mumbai,Groceries,6.0,337.67,15.0,1722.12
2025-10-14,Bangalore,Clothing,5.0,1143.53,15.0,4860.0
2025-03-12,Pune,Groceries,5.0,332.2,5.0,1577.93
2025-09-30,Mumbai,Clothing,3.0,812.59,0.0,2437.77
2025-10-24,Mumbai,Beauty,7.0,528.94,15.0,3147.17
2025-01-06,Delhi,Clothing,4.0,1164.4,0.0,4657.6
2025-05-12,Mumbai,Electronics,10.0,6331.52,10.0,56983.66
2024-12-07,Mumbai,Clothing,9.0,1477.52,0.0,13297.66
2025-11-25,Delhi,Electronics,13.0,7623.53,0.0,99105.88
2025-11-27,Pune,Beauty,9.0,760.73,15.0,5819.57
2025-04-28,Chennai,Clothing,8.0,716.27,10.0,5157.15
2025-03-06,Bangalore,Groceries,4.0,448.62,5.0,1704.75
2025-03-21,Pune,Clothing,8.0,942.67,15.0,6410.16
2025-10-07,Mumbai,Clothing,6.0,1265.2,0.0,7591.2
2024-11-04,Pune,Sports,15.0,1633.67,20.0,19604.0
2024-02-15,Delhi,Sports,10.0,2068.58,10.0,18617.18
2025-03-22,Mumbai,Home & Kitchen,11.0,1723.27,20.0,15164.76
2025-06-02,Delhi,Electronics,4.0,8961.3,5.0,34052.93
2024-05-15,Pune,Groceries,10.0,389.59,5.0,3701.08
2025-10-21,Chennai,Clothing,9.0,1046.34,0.0,9417.06
2025-06-15,Mumbai,Electronics,6.0,9809.26,10.0,52970.02
2024-02-08,Pune,Electronics,6.0,9003.53,0.0,54021.17
2025-05-22,Delhi,Groceries,8.0,400.46,0.0,3203.72
2025-11-21,Delhi,Electronics,7.0,9927.63,5.0,66018.71
2025-10-26,Chennai,Electronics,2.0,7339.05,0.0,14678.09
2025-01-10,Pune,Electronics,9.0,10449.57,0.0,94046.15
2024-11-15,Mumbai,Sports,12.0,2522.26,10.0,27240.42
2025-03-09,Bangalore,Clothing,4.0,1016.31,15.0,3455.44
2025-08-17,Chennai,Electronics,3.0,10523.31,0.0,31569.94
2025-09-04,Bangalore,Groceries,6.0,255.29,0.0,1531.73
2024-11-10,Chennai,Groceries,9.0,378.91,0.0,3410.17
2024-10-15,Bangalore,Clothing,10.0,1404.54,5.0,13343.14
2025-11-04,Delhi,Groceries,6.0,229.6,5.0,1308.74
2025-04-20,Delhi,Electronics,13.0,8531.31,10.0,99816.32
2024-02-06,Chennai,Electronics,1.0,10739.81,20.0,8591.85
2025-09-06,Pune,Sports,7.0,2089.53,0.0,14626.69
2024-03-02,Delhi,Groceries,7.0,380.52,10.0,2397.29
2024-05-13,Pune,Electronics,3.0,7706.27,10.0,20806.93
2025-04-27,Pune,Groceries,11.0,263.31,10.0,2606.75
2025-11-19,Pune,Home & Kitchen,5.0,2125.57,20.0,8502.29
2024-06-25,Delhi,Clothing,4.0,1134.45,5.0,4310.92
2025-03-27,Mumbai,Groceries,9.0,318.78,0.0,2869.0
2025-07-22,Delhi,Home & Kitchen,4.0,2149.77,5.0,8169.13
2025-02-20,Bangalore,Electronics,4.0,8157.47,20.0,26103.89
2024-06-07,Delhi,Clothing,6.0,1423.93,15.0,7262.07
2024-01-14,Bangalore,Groceries,10.0,423.15,10.0,3808.31
2025-10-17,Mumbai,Groceries,7.0,253.36,20.0,1418.83
2024-08-24,Chennai,Clothing,5.0,1305.74,10.0,5875.84
2024-10-27,Delhi,Groceries,14.0,380.95,15.0,4533.27
2024-11-24,Bangalore,Home & Kitchen,8.0,1873.53,10.0,13489.41
2025-02-25,Delhi,Electronics,4.0,8411.57,5.0,31963.97
2024-12-17,Chennai,Beauty,6.0,825.77,0.0,4954.6
2025-02-13,Pune,Clothing,4.0,1331.3,0.0,5325.21
2024-12-08,Pune,Groceries,9.0,246.93,5.0,2111.24
2025-03-27,Chennai,Groceries,2.0,342.27,15.0,581.85
2025-02-10,Bangalore,Clothing,6.0,978.54,5.0,5577.69
2025-02-24,Mumbai,Electronics,4.0,5516.2,10.0,19858.33
2025-07-20,Bangalore,Clothing,6.0,1035.76,15.0,5282.36
2025-11-30,Delhi,Clothing,9.0,1034.84,10.0,8382.2
2024-01-01,Bangalore,Groceries,14.0,333.79,5.0,4439.45
2025-11-06,Mumbai,Clothing,12.0,1413.59,20.0,13570.42
2025-03-14,Bangalore,Clothing,9.0,1514.18,5.0,12946.25
2024-04-14,Pune,Groceries,9.0,388.73,5.0,3323.61
2024-05-06,Mumbai,Sports,3.0,2475.36,0.0,7426.07
2024-08-15,Chennai,Electronics,5.0,7533.71,0.0,37668.56
2025-01-22,Delhi,Groceries,7.0,208.08,0.0,1456.57
2024-11-14,Pune,Home & Kitchen,14.0,2343.04,15.0,27882.16
2024-12-06,Delhi,Home & Kitchen,11.0,1788.35,5.0,18688.21
2024-10-21,Mumbai,Groceries,10.0,267.77,0.0,2677.73
2025-07-27,Delhi,Groceries,5.0,360.89,15.0,1533.8
2024-08-16,Mumbai,Home & Kitchen,5.0,1853.99,0.0,9269.97
2024-05-06,Mumbai,Sports,7.0,2767.2,5.0,18401.86
2025-11-22,Mumbai,Groceries,9.0,335.2,0.0,3016.77
2025-01-21,Chennai,Clothing,3.0,1093.04,5.0,3115.17
2025-03-09,Chennai,Groceries,10.0,366.51,10.0,3298.55
2025-07-18,Chennai,Electronics,4.0,7256.84,0.0,29027.37
2025-05-22,Bangalore,Groceries,8.0,354.01,0.0,2832.06
2025-08-16,Pune,Clothing,5.0,815.67,5.0,3874.41
2024-09-07,Pune,Electronics,7.0,8755.07,20.0,49028.36
2025-07-06,Pune,Beauty,8.0,874.66,0.0,6997.27
2024-11-07,Bangalore,Electronics,9.0,5755.04,0.0,51795.37
2025-10-29,Chennai,Groceries,7.0,352.06,0.0,2464.4
2025-09-16,Mumbai,Electronics,6.0,7998.75,0.0,47992.51
2024-01-13,Bangalore,Sports,5.0,1915.49,15.0,8140.84
2024-10-28,Delhi,Home & Kitchen,13.0,1158.24,10.0,13551.39
2024-08-12,Mumbai,Home & Kitchen,8.0,2224.4,15.0,15125.9
2025-04-20,Delhi,Beauty,4.0,621.36,0.0,2485.45
2024-04-10,Chennai,Home & Kitchen,5.0,1978.5,10.0,8903.23
2024-12-23,Delhi,Groceries,4.0,424.82,5.0,1614.33
2025-08-07,Bangalore,Electronics,8.0,12189.18,0.0,97513.42
2025-05-19,Bangalore,Home & Kitchen,8.0,1191.93,15.0,8105.12
2025-12-24,Mumbai,Electronics,8.0,6567.16,10.0,47283.57
2025-02-07,Bangalore,Electronics,8.0,9523.63,10.0,68570.17
2025-05-25,Chennai,Electronics,6.0,7268.4,0.0,43610.41
2024-08-08,Mumbai,Electronics,7.0,5511.26,15.0,32792.02
2024-11-26,Bangalore,Groceries,11.0,397.21,10.0,3932.37
2024-01-22,Mumbai,Clothing,2.0,1238.76,20.0,1982.01
2025-05-27,Delhi,Groceries,6.0,331.6,0.0,1989.58
2024-02-04,Bangalore,Groceries,16.0,326.43,10.0,4700.6
2024-04-04,Delhi,Home & Kitchen,4.0,1151.63,0.0,4606.53
2024-02-15,Delhi,Electronics,9.0,10037.79,25.0,67755.11
2025-08-30,Mumbai,Clothing,3.0,1424.74,10.0,3846.79
2024-04-06,Bangalore,Clothing,5.0,1076.65,5.0,5114.1
2025-07-22,Pune,Home & Kitchen,8.0,1564.33,,11263.17
2025-06-01,Mumbai,Electronics,8.0,6210.43,15.0,42230.95
2024-10-31,Mumbai,Home & Kitchen,8.0,2070.87,20.0,13253.59
2025-08-08,Chennai,Beauty,7.0,840.58,20.0,4707.23
2025-03-29,Bangalore,Beauty,8.0,715.35,0.0,5722.84
2024-07-20,Pune,Beauty,3.0,656.81,0.0,1970.44
2025-03-30,Pune,Clothing,6.0,1284.74,0.0,7708.45
2024-06-18,Delhi,Clothing,4.0,1188.94,0.0,4755.74
2025-07-25,Mumbai,Clothing,6.0,1193.21,25.0,5369.44
2024-10-26,Mumbai,Groceries,7.0,394.51,15.0,2347.33
2024-05-18,Pune,Beauty,8.0,719.83,15.0,4894.84
2025-11-27,Mumbai,Electronics,10.0,9442.64,20.0,75541.1
2024-02-18,Pune,Sports,7.0,2644.17,0.0,18509.19
2024-11-01,Delhi,Clothing,5.0,1051.7,0.0,5258.48
2025-06-05,Bangalore,Groceries,6.0,349.26,5.0,1990.76
2025-09-25,Bangalore,Groceries,5.0,306.63,10.0,1379.85
2024-06-27,Mumbai,Groceries,2.0,383.4,20.0,613.44
2025-09-14,Pune,Electronics,7.0,7380.04,15.0,43911.22
2024-06-21,Delhi,Home & Kitchen,3.0,1968.31,20.0,4723.94
2025-02-15,Delhi,Groceries,8.0,394.58,10.0,2841.0
2024-08-12,Mumbai,Beauty,7.0,424.17,10.0,2672.26
2025-04-10,Chennai,Home & Kitchen,10.0,1065.59,5.0,10123.12
2024-12-02,Mumbai,Sports,5.0,1906.37,0.0,9531.87
2025-07-05,Mumbai,Electronics,5.0,6141.29,0.0,30706.46
2024-12-24,Mumbai,Sports,9.0,2030.86,0.0,18277.78
2025-08-16,Pune,Groceries,4.0,454.56,0.0,1818.23
2024-10-15,Mumbai,Electronics,5.0,8354.09,5.0,39681.92
2024-09-14,Bangalore,Groceries,3.0,345.11,0.0,1035.33
2025-03-08,Mumbai,Home & Kitchen,7.0,1686.17,20.0,9442.55
2025-10-03,Mumbai,Groceries,9.0,371.94,0.0,3347.46
2024-07-13,Delhi,Clothing,9.0,1334.21,5.0,11407.51
2024-07-13,Delhi,Groceries,9.0,362.14,10.0,2933.3
2025-10-28,Pune,Home & Kitchen,7.0,2082.52,0.0,14577.67
2024-12-12,Chennai,Groceries,8.0,395.48,0.0,3163.81
2024-11-19,Delhi,Clothing,15.0,1483.06,15.0,18908.97
2025-01-10,Chennai,Beauty,2.0,850.47,25.0,1275.71
2025-09-28,Delhi,Groceries,11.0,408.65,0.0,4495.1
2024-12-18,Bangalore,Home & Kitchen,12.0,2034.98,5.0,23198.74
2024-05-26,Pune,Groceries,9.0,294.01,0.0,2646.07
2024-10-22,Delhi,Home & Kitchen,4.0,1259.47,0.0,5037.88
2025-05-15,Pune,Clothing,7.0,1285.83,5.0,8550.77
2024-10-23,Bangalore,Groceries,13.0,214.07,0.0,2782.87
2024-07-16,Delhi,Groceries,10.0,200.14,0.0,2001.41
2025-08-25,Mumbai,Electronics,6.0,10390.63,10.0,56109.41
2024-01-26,Mumbai,Clothing,4.0,1254.86,20.0,4015.54
2025-11-21,Bangalore,Home & Kitchen,7.0,1751.09,15.0,10419.0
2025-06-03,Bangalore,Clothing,3.0,1493.75,0.0,4481.26
2025-12-08,Delhi,Home & Kitchen,10.0,1609.07,5.0,15286.12
2025-12-08,Mumbai,Groceries,6.0,290.77,5.0,1657.4
2024-06-15,Mumbai,Electronics,13.0,9426.27,20.0,98033.24
2024-02-03,Pune,Home & Kitchen,2.0,1444.39,5.0,2744.33
2025-11-28,Bangalore,Electronics,7.0,8108.55,5.0,53921.87
2024-11-21,Chennai,Electronics,14.0,9718.01,0.0,136052.19
2024-05-02,Mumbai,Home & Kitchen,4.0,1540.38,10.0,5545.38
2024-07-16,Chennai,Home & Kitchen,2.0,2047.62,5.0,3890.47
2024-06-09,Mumbai,Clothing,4.0,1243.53,5.0,4725.4
2024-08-20,Mumbai,Electronics,6.0,8899.81,5.0,50728.9
2025-05-14,Delhi,Groceries,3.0,318.84,5.0,908.69
2024-07-31,Mumbai,Beauty,5.0,478.55,20.0,1914.21
2025-03-05,Mumbai,Sports,6.0,1846.55,25.0,8309.47
2024-09-01,Chennai,Groceries,5.0,232.9,5.0,1106.3
2025-05-25,Bangalore,Sports,8.0,2417.18,15.0,16436.83
2025-11-05,Delhi,Sports,5.0,2201.76,20.0,8807.03
2024-05-15,Bangalore,Groceries,10.0,242.58,5.0,2304.48
2025-03-09,Pune,Groceries,6.0,335.19,5.0,1910.56
2025-08-13,Bangalore,Sports,5.0,2598.89,10.0,11695.0
2024-11-03,Chennai,Groceries,13.0,404.77,10.0,4735.82
2024-03-06,Delhi,Groceries,7.0,341.78,25.0,1794.35
2024-03-16,Mumbai,Beauty,12.0,658.74,10.0,7114.35
2024-01-06,Pune,Sports,5.0,2208.78,5.0,10491.7
2025-05-06,Bangalore,Electronics,6.0,6577.39,15.0,33544.71
2024-11-25,Mumbai,Beauty,10.0,552.43,20.0,4419.47
2025-05-16,Pune,Beauty,2.0,719.32,0.0,1438.64
2024-09-18,Pune,Electronics,7.0,8037.82,5.0,53451.5
2025-04-17,Delhi,Sports,6.0,1386.05,10.0,7484.69
2024-03-22,Bangalore,Groceries,9.0,416.15,5.0,3558.06
2024-09-19,Chennai,Groceries,8.0,248.58,5.0,1889.24
2024-11-01,Chennai,Groceries,6.0,328.89,5.0,1874.65
2024-06-30,Pune,Sports,8.0,2701.76,10.0,19452.65
2024-10-24,Pune,Groceries,13.0,284.09,5.0,3508.54
2025-09-23,Pune,Home & Kitchen,3.0,1434.06,10.0,3871.97
2024-06-13,Delhi,Groceries,6.0,418.02,0.0,2508.14
2025-08-04,Chennai,Electronics,10.0,6586.14,5.0,62568.31
2024-03-03,Pune,Groceries,6.0,425.72,0.0,2554.29
2025-12-17,Bangalore,Electronics,13.0,9926.84,10.0,116144.09
2024-06-16,Delhi,Beauty,5.0,721.48,5.0,3427.02
2024-09-25,Pune,Electronics,5.0,5873.81,0.0,29369.07
2025-06-15,Delhi,Sports,8.0,2417.28,15.0,16437.53
2024-05-24,Mumbai,Clothing,7.0,811.67,10.0,5113.51
2024-10-01,Bangalore,Groceries,8.0,376.32,25.0,2257.93
2025-10-07,Pune,Sports,7.0,2017.43,5.0,13415.9
2024-06-01,Mumbai,Home & Kitchen,7.0,2391.65,0.0,16741.58
2025-08-25,Mumbai,Clothing,9.0,1260.07,0.0,11340.63
2024-08-02,Mumbai,Clothing,9.0,1504.98,5.0,12867.57
2024-08-10,Pune,Clothing,5.0,1538.38,10.0,6922.73
2025-07-03,Delhi,Groceries,9.0,392.3,0.0,3530.68
2025-05-31,Mumbai,Groceries,6.0,411.87,0.0,2471.22
2024-08-13,Pune,Beauty,6.0,704.25,10.0,3802.97
2025-05-17,Bangalore,Home & Kitchen,2.0,1529.97,15.0,2600.95
2025-08-31,Mumbai,Groceries,3.0,463.84,15.0,1182.79
2025-09-05,Chennai,Electronics,7.0,7923.93,0.0,55467.52
2025-11-05,Bangalore,Clothing,13.0,1476.9,0.0,19199.71
2024-11-24,Pune,Groceries,9.0,311.02,5.0,2659.19
2025-12-07,Delhi,Electronics,8.0,7993.27,10.0,57551.56
2024-06-27,Pune,Clothing,9.0,711.2,0.0,6400.84
2024-09-09,Pune,Groceries,11.0,323.66,0.0,3560.24
2025-07-18,Chennai,Groceries,7.0,383.55,5.0,2550.58
2025-05-19,Delhi,Clothing,7.0,1305.23,0.0,9136.63
2024-08-07,Bangalore,Groceries,6.0,485.02,10.0,2619.11
2024-06-28,Mumbai,Groceries,5.0,246.87,5.0,1172.64
2025-01-22,Mumbai,Clothing,6.0,899.33,10.0,4856.39
2025-03-07,Bangalore,Home & Kitchen,8.0,1711.82,20.0,10955.63
2025-12-17,Pune,Electronics,8.0,8572.28,5.0,65149.3
2024-05-09,Mumbai,Home & Kitchen,11.0,1969.15,0.0,21660.62
2024-02-16,Delhi,Clothing,7.0,1217.77,20.0,6819.5
2024-03-12,Mumbai,Beauty,8.0,778.59,15.0,5294.38
2025-04-14,Bangalore,Electronics,7.0,9819.92,0.0,68739.41
2025-04-12,Pune,Clothing,5.0,1601.16,20.0,6404.64
2025-08-06,Mumbai,Groceries,6.0,393.78,15.0,2008.29
2025-03-10,Pune,Clothing,10.0,1314.77,0.0,13147.74
2025-11-11,Delhi,Home & Kitchen,10.0,1631.36,25.0,12235.19
2025-03-22,Mumbai,Groceries,4.0,342.82,0.0,1371.3
2025-11-04,Chennai,Groceries,8.0,369.49,15.0,2512.53
2024-07-16,Pune,Clothing,8.0,1077.94,15.0,7330.02
2025-07-05,Chennai,Electronics,9.0,9359.87,0.0,84238.81
2024-09-25,Bangalore,Sports,5.0,2755.24,10.0,12398.58
2024-02-15,Mumbai,Groceries,7.0,340.32,0.0,2382.23
2024-06-12,Mumbai,Home & Kitchen,4.0,1799.77,5.0,6839.12
2024-05-10,Delhi,Electronics,5.0,7391.09,0.0,36955.46
2024-08-11,Delhi,Groceries,9.0,332.06,0.0,2988.56
2024-02-12,Delhi,Clothing,2.0,1446.9,0.0,2893.8
2024-08-01,Delhi,Electronics,11.0,9439.82,10.0,93454.2
2024-03-30,Mumbai,Beauty,11.0,781.92,0.0,8601.11
2025-03-21,Chennai,Home & Kitchen,7.0,1085.12,20.0,6076.69
2024-01-25,Delhi,Sports,10.0,1934.29,10.0,17408.64
2025-04-14,Mumbai,Groceries,5.0,429.35,15.0,1824.73
2024-04-21,Bangalore,Clothing,10.0,1287.14,15.0,10940.7
2025-01-23,Mumbai,Clothing,4.0,1644.1,5.0,6247.57
2025-06-01,Delhi,Groceries,6.0,248.48,15.0,1267.24
2024-10-23,Mumbai,Beauty,6.0,728.28,10.0,3932.71
2024-02-18,Bangalore,Home & Kitchen,13.0,1170.13,5.0,14451.13
2025-04-14,Chennai,Electronics,11.0,8430.37,10.0,83460.62
2024-06-21,Mumbai,Sports,11.0,1553.11,25.0,12813.14
2025-10-16,Bangalore,Electronics,7.0,9715.34,0.0,68007.35
2025-09-17,Pune,Sports,9.0,2053.16,0.0,18478.41
