Date,Store,Category,Units Sold,Unit Price,Discount %,Revenue,Month,MonthName,Quarter,Weekday
2024-01-23,Bangalore,Clothing,4.0,1252.84,0.0,5011.36,1,Jan,1,Tuesday
2025-09-25,Mumbai,Clothing,3.0,1119.43,10.0,3022.46,9,Sep,3,Thursday
2024-02-04,Bangalore,Clothing,6.0,883.4,20.0,4240.32,2,Feb,1,Sunday
2024-08-02,Delhi,Beauty,7.0,542.26,10.0,3416.24,8,Aug,3,Friday
2024-02-27,Delhi,Home & Kitchen,7.0,2135.69,15.0,12707.36,2,Feb,1,Tuesday
2025-11-20,Delhi,Sports,12.0,2221.45,0.0,26657.4,11,Nov,4,Thursday
2024-08-26,Pune,Clothing,1.0,953.12,0.0,953.12,8,Aug,3,Monday
2025-02-13,Mumbai,Electronics,3.0,7331.38,0.0,21994.14,2,Feb,1,Thursday
2025-07-03,Bangalore,Groceries,5.0,391.67,10.0,1762.52,7,Jul,3,Thursday
2024-05-03,Delhi,Groceries,5.0,308.74,15.0,1312.14,5,May,2,Friday
2024-05-12,Pune,Electronics,5.0,6679.83,0.0,33399.15,5,May,2,Sunday
2025-12-24,Chennai,Sports,6.0,2315.01,20.0,11112.05,12,Dec,4,Wednesday
2025-09-21,Pune,Beauty,4.0,880.73,5.0,3346.77,9,Sep,3,Sunday
2024-06-10,Mumbai,Home & Kitchen,5.0,1202.22,5.0,5710.54,6,Jun,2,Monday
2025-01-11,Bangalore,Clothing,6.0,1436.78,15.0,7327.58,1,Jan,1,Saturday
2024-06-25,Mumbai,Beauty,10.0,591.15,20.0,4729.2,6,Jun,2,Tuesday
2024-07-04,Mumbai,Electronics,10.0,8969.87,0.0,89698.7,7,Jul,3,Thursday
2025-12-25,Delhi,Electronics,7.0,8322.15,5.0,55342.3,12,Dec,4,Thursday
2025-08-02,Pune,Groceries,9.0,343.4,5.0,2936.07,8,Aug,3,Saturday
2024-11-07,Delhi,Groceries,7.0,365.84,10.0,2304.79,11,Nov,4,Thursday
2025-10-02,Delhi,Sports,10.0,2324.25,20.0,18594.0,10,Oct,4,Thursday
2024-09-25,Delhi,Groceries,5.0,453.42,0.0,2267.1,9,Sep,3,Wednesday
2024-12-12,Delhi,Electronics,7.0,8943.04,15.0,53211.09,12,Dec,4,Thursday
2024-03-27,Delhi,Clothing,5.0,1471.38,15.0,6253.37,3,Mar,1,Wednesday
2024-05-16,Pune,Groceries,6.0,329.31,5.0,1877.07,5,May,2,Thursday
2024-12-02,Delhi,Groceries,4.0,211.88,10.0,762.77,12,Dec,4,Monday
2025-06-12,Chennai,Groceries,7.0,461.41,25.0,2422.4,6,Jun,2,Thursday
2024-08-12,Chennai,Electronics,2.0,7379.97,10.0,13283.95,8,Aug,3,Monday
2024-01-03,Bangalore,Electronics,8.0,6724.96,0.0,53799.68,1,Jan,1,Wednesday
2024-08-12,Delhi,Electronics,11.0,10261.86,0.0,112880.46,8,Aug,3,Monday
2025-08-29,Mumbai,Sports,4.0,2323.82,5.0,8830.52,8,Aug,3,Friday
2024-09-18,Bangalore,Groceries,4.0,325.76,0.0,1303.04,9,Sep,3,Wednesday
2025-09-09,Pune,Groceries,4.0,306.26,0.0,1225.04,9,Sep,3,Tuesday
2024-02-18,Mumbai,Electronics,2.0,7924.34,0.0,15848.68,2,Feb,1,Sunday
2025-07-09,Pune,Electronics,5.0,8278.87,5.0,39324.63,7,Jul,3,Wednesday
2025-01-17,Chennai,Electronics,4.0,7352.09,5.0,27937.94,1,Jan,1,Friday
2024-11-17,Mumbai,Clothing,11.0,724.71,10.0,7174.63,11,Nov,4,Sunday
2025-07-22,Bangalore,Groceries,6.0,200.12,15.0,1020.61,7,Jul,3,Tuesday
2025-01-05,Mumbai,Groceries,7.0,356.05,15.0,2118.5,1,Jan,1,Sunday
2024-11-01,Mumbai,Home & Kitchen,12.0,2222.72,10.0,24005.38,11,Nov,4,Friday
2024-06-20,Mumbai,Electronics,4.0,10163.16,25.0,30489.48,6,Jun,2,Thursday
2024-04-30,Delhi,Beauty,9.0,676.28,5.0,5782.19,4,Apr,2,Tuesday
2025-09-05,Delhi,Groceries,10.0,349.44,15.0,2970.24,9,Sep,3,Friday
2024-12-10,Mumbai,Clothing,6.0,933.59,5.0,5321.46,12,Dec,4,Tuesday
2024-01-07,Pune,Groceries,4.0,274.12,10.0,986.83,1,Jan,1,Sunday
2025-11-04,Delhi,Clothing,8.0,1495.29,5.0,11364.2,11,Nov,4,Tuesday
2024-10-06,Delhi,Home & Kitchen,4.0,1646.38,5.0,6256.24,10,Oct,4,Sunday
2025-04-15,Delhi,Electronics,1.0,6253.64,0.0,6253.64,4,Apr,2,Tuesday
2025-04-05,Chennai,Electronics,6.0,9301.2,5.0,53016.84,4,Apr,2,Saturday
2025-11-07,Delhi,Sports,5.0,2405.62,0.0,12028.1,11,Nov,4,Friday
2024-02-01,Pune,Groceries,6.0,285.91,15.0,1458.14,2,Feb,1,Thursday
2024-12-16,Mumbai,Sports,6.0,2226.21,10.0,12021.53,12,Dec,4,Monday
2024-12-07,Chennai,Groceries,10.0,250.88,0.0,2508.8,12,Dec,4,Saturday
2024-02-20,Bangalore,Home & Kitchen,3.0,1938.51,5.0,5524.75,2,Feb,1,Tuesday
2025-06-23,Delhi,Groceries,7.0,345.1,0.0,2415.7,6,Jun,2,Monday
2024-12-27,Delhi,Groceries,7.0,433.48,10.0,2730.92,12,Dec,4,Friday
2025-10-14,Pune,Home & Kitchen,8.0,1534.86,0.0,12278.88,10,Oct,4,Tuesday
2025-03-02,Mumbai,Groceries,7.0,382.92,25.0,2010.33,3,Mar,1,Sunday
2025-07-11,Pune,Electronics,4.0,10368.01,10.0,37324.84,7,Jul,3,Friday
2025-05-25,Pune,Clothing,4.0,1385.13,15.0,4709.44,5,May,2,Sunday
2025-07-13,Pune,Groceries,6.0,368.86,5.0,2102.5,7,Jul,3,Sunday
2024-11-24,Mumbai,Clothing,13.0,1171.78,25.0,11424.86,11,Nov,4,Sunday
2025-04-12,Pune,Electronics,8.0,4463.09,0.0,35704.72,4,Apr,2,Saturday
2025-08-07,Mumbai,Sports,6.0,2949.53,15.0,15042.6,8,Aug,3,Thursday
2024-07-06,Bangalore,Home & Kitchen,6.0,1942.79,0.0,11656.74,7,Jul,3,Saturday
2025-06-01,Chennai,Electronics,10.0,9572.01,10.0,86148.09,6,Jun,2,Sunday
2025-11-26,Pune,Home & Kitchen,11.0,2088.83,25.0,17232.85,11,Nov,4,Wednesday
2024-07-30,Mumbai,Home & Kitchen,8.0,2064.66,5.0,15691.42,7,Jul,3,Tuesday
2025-03-31,Mumbai,Home & Kitchen,7.0,1609.33,0.0,11265.31,3,Mar,1,Monday
2024-03-17,Pune,Sports,2.0,1736.22,0.0,3472.44,3,Mar,1,Sunday
2024-05-02,Delhi,Groceries,7.0,355.79,15.0,2116.95,5,May,2,Thursday
2025-07-31,Mumbai,Beauty,8.0,583.47,5.0,4434.37,7,Jul,3,Thursday
2024-12-10,Delhi,Clothing,2.0,1303.24,5.0,2476.16,12,Dec,4,Tuesday
2025-08-07,Mumbai,Home & Kitchen,7.0,1394.77,15.0,8298.88,8,Aug,3,Thursday
2024-07-17,Chennai,Beauty,8.0,485.29,5.0,3688.2,7,Jul,3,Wednesday
2025-04-09,Chennai,Electronics,7.0,7635.19,10.0,48101.7,4,Apr,2,Wednesday
2024-04-18,Pune,Electronics,5.0,10064.62,5.0,47806.94,4,Apr,2,Thursday
2024-12-15,Bangalore,Clothing,16.0,1185.26,15.0,16119.54,12,Dec,4,Sunday
2024-07-10,Mumbai,Sports,6.0,2517.17,5.0,14347.87,7,Jul,3,Wednesday
2025-10-07,Pune,Groceries,14.0,222.35,10.0,2801.61,10,Oct,4,Tuesday
2025-02-23,Mumbai,Clothing,6.0,1021.79,10.0,5517.67,2,Feb,1,Sunday
2025-12-28,Mumbai,Groceries,9.0,405.36,10.0,3283.42,12,Dec,4,Sunday
2024-09-02,Bangalore,Beauty,3.0,829.4,0.0,2488.2,9,Sep,3,Monday
2025-10-25,Delhi,Groceries,9.0,303.22,15.0,2319.63,10,Oct,4,Saturday
2025-10-21,Bangalore,Sports,7.0,1442.28,5.0,9591.16,10,Oct,4,Tuesday
2025-06-18,Delhi,Clothing,8.0,1212.67,10.0,8731.22,6,Jun,2,Wednesday
2025-04-21,Bangalore,Groceries,2.0,331.91,20.0,531.06,4,Apr,2,Monday
2025-10-27,Mumbai,Groceries,12.0,421.48,0.0,5057.76,10,Oct,4,Monday
2024-01-06,Pune,Home & Kitchen,6.0,1977.42,0.0,11864.52,1,Jan,1,Saturday
2025-10-23,Pune,Groceries,13.0,290.96,10.0,3404.23,10,Oct,4,Thursday
2024-08-20,Bangalore,Groceries,9.0,188.05,10.0,1523.21,8,Aug,3,Tuesday
2025-02-18,Pune,Clothing,6.0,934.41,25.0,4204.84,2,Feb,1,Tuesday
2024-06-20,Mumbai,Clothing,5.0,1227.29,5.0,5829.63,6,Jun,2,Thursday
2025-10-15,Pune,Home & Kitchen,10.0,1678.32,0.0,16783.2,10,Oct,4,Wednesday
2024-01-22,Chennai,Clothing,5.0,1332.72,0.0,6663.6,1,Jan,1,Monday
2024-01-07,Chennai,Groceries,2.0,352.62,0.0,705.24,1,Jan,1,Sunday
2024-01-11,Bangalore,Home & Kitchen,4.0,1922.95,20.0,6153.44,1,Jan,1,Thursday
2024-04-10,Mumbai,Home & Kitchen,8.0,2244.04,5.0,17054.7,4,Apr,2,Wednesday
2024-03-30,Mumbai,Clothing,6.0,637.06,0.0,3822.36,3,Mar,1,Saturday
2024-09-02,Delhi,Electronics,4.0,10321.21,20.0,33027.87,9,Sep,3,Monday
2025-02-12,Mumbai,Groceries,3.0,270.02,10.0,729.05,2,Feb,1,Wednesday
2024-10-03,Bangalore,Clothing,6.0,1353.69,10.0,7309.93,10,Oct,4,Thursday
2025-11-11,Bangalore,Clothing,10.0,990.62,10.0,8915.58,11,Nov,4,Tuesday
2024-09-29,Bangalore,Beauty,9.0,460.29,5.0,3935.48,9,Sep,3,Sunday
2024-04-27,Mumbai,Home & Kitchen,6.0,1857.28,20.0,8914.94,4,Apr,2,Saturday
2025-09-21,Delhi,Clothing,5.0,1289.04,0.0,6445.2,9,Sep,3,Sunday
2024-10-26,Mumbai,Electronics,13.0,6412.78,25.0,62524.6,10,Oct,4,Saturday
2025-03-06,Pune,Electronics,4.0,8559.73,5.0,32526.97,3,Mar,1,Thursday
2025-12-01,Mumbai,Sports,9.0,1957.12,0.0,17614.08,12,Dec,4,Monday
2024-11-30,Bangalore,Electronics,9.0,8134.21,5.0,69547.5,11,Nov,4,Saturday
2025-09-11,Pune,Clothing,7.0,1618.29,0.0,11328.03,9,Sep,3,Thursday
2024-11-01,Pune,Sports,10.0,1917.51,15.0,16298.84,11,Nov,4,Friday
2025-08-12,Pune,Electronics,8.0,11373.89,0.0,90991.12,8,Aug,3,Tuesday
2024-06-29,Chennai,Electronics,6.0,10197.57,0.0,61185.42,6,Jun,2,Saturday
2024-04-08,Delhi,Home & Kitchen,6.0,2060.13,0.0,12360.78,4,Apr,2,Monday
2025-09-28,Delhi,Beauty,7.0,774.53,0.0,5421.71,9,Sep,3,Sunday
2025-01-08,Bangalore,Electronics,7.0,9453.33,15.0,56247.31,1,Jan,1,Wednesday
2024-08-23,Bangalore,Electronics,8.0,9075.64,10.0,65344.61,8,Aug,3,Friday
2024-05-21,Pune,Beauty,8.0,545.98,10.0,3931.06,5,May,2,Tuesday
2025-10-29,Delhi,Groceries,8.0,274.33,10.0,1975.18,10,Oct,4,Wednesday
2025-07-03,Delhi,Beauty,5.0,684.02,10.0,3078.09,7,Jul,3,Thursday
2025-01-28,Delhi,Clothing,7.0,1546.71,5.0,10285.62,1,Jan,1,Tuesday
2025-08-22,Delhi,Sports,7.0,2721.14,10.0,17143.18,8,Aug,3,Friday
2024-08-06,Delhi,Home & Kitchen,4.0,1044.29,0.0,4177.16,8,Aug,3,Tuesday
2024-05-24,Chennai,Home & Kitchen,8.0,1642.46,25.0,9854.76,5,May,2,Friday
2025-11-06,Chennai,Clothing,17.0,1289.92,25.0,16446.48,11,Nov,4,Thursday
2024-05-17,Mumbai,Clothing,2.0,1014.08,15.0,1723.94,5,May,2,Friday
2024-04-13,Delhi,Groceries,7.0,329.98,10.0,2078.87,4,Apr,2,Saturday
2025-03-05,Delhi,Beauty,8.0,760.74,5.0,5781.62,3,Mar,1,Wednesday
2024-07-22,Mumbai,Sports,7.0,2737.29,15.0,16286.88,7,Jul,3,Monday
2024-06-19,Chennai,Electronics,3.0,8781.46,5.0,25027.16,6,Jun,2,Wednesday
2024-03-23,Mumbai,Clothing,10.0,1361.2,15.0,11570.2,3,Mar,1,Saturday
2025-12-09,Mumbai,Electronics,8.0,5376.81,10.0,38713.03,12,Dec,4,Tuesday
2024-12-20,Delhi,Sports,5.0,1369.75,0.0,6848.75,12,Dec,4,Friday
2024-05-08,Chennai,Electronics,9.0,7817.8,0.0,70360.2,5,May,2,Wednesday
2025-06-11,Delhi,Clothing,6.0,1540.74,0.0,9244.44,6,Jun,2,Wednesday
2025-11-30,Delhi,Electronics,5.0,8769.31,5.0,41654.22,11,Nov,4,Sunday
2024-10-01,Bangalore,Beauty,4.0,621.98,5.0,2363.52,10,Oct,4,Tuesday
2025-03-22,Delhi,Sports,7.0,2584.82,5.0,17189.05,3,Mar,1,Saturday
2024-11-18,Pune,Sports,8.0,2471.98,0.0,19775.84,11,Nov,4,Monday
2024-12-22,Bangalore,Home & Kitchen,6.0,2121.4,0.0,12728.4,12,Dec,4,Sunday
2024-03-24,Mumbai,Electronics,9.0,8001.97,0.0,72017.73,3,Mar,1,Sunday
2024-06-22,Mumbai,Groceries,6.0,312.9,15.0,1595.79,6,Jun,2,Saturday
2025-10-21,Pune,Clothing,8.0,1041.37,0.0,8330.96,10,Oct,4,Tuesday
2025-08-28,Mumbai,Groceries,2.0,403.8,0.0,807.6,8,Aug,3,Thursday
2024-12-31,Bangalore,Groceries,12.0,342.64,0.0,4111.68,12,Dec,4,Tuesday
2025-06-04,Delhi,Groceries,6.0,273.33,25.0,1229.99,6,Jun,2,Wednesday
2024-02-29,Bangalore,Groceries,5.0,474.58,0.0,2372.9,2,Feb,1,Thursday
2024-09-30,Delhi,Home & Kitchen,4.0,1647.62,0.0,6590.48,9,Sep,3,Monday
2024-05-27,Mumbai,Beauty,7.0,584.01,25.0,3066.05,5,May,2,Monday
2024-03-26,Delhi,Groceries,3.0,449.74,10.0,1214.3,3,Mar,1,Tuesday
2025-06-23,Delhi,Clothing,5.0,1349.03,20.0,5396.12,6,Jun,2,Monday
2024-03-31,Pune,Home & Kitchen,5.0,2922.96,10.0,13153.32,3,Mar,1,Sunday
2024-07-13,Bangalore,Beauty,3.0,788.17,0.0,2364.51,7,Jul,3,Saturday
2025-10-05,Bangalore,Sports,8.0,1584.16,0.0,12673.28,10,Oct,4,Sunday
2025-10-26,Bangalore,Groceries,14.0,487.4,20.0,5458.88,10,Oct,4,Sunday
2024-10-02,Delhi,Electronics,8.0,11036.11,25.0,66216.66,10,Oct,4,Wednesday
2025-09-24,Delhi,Home & Kitchen,8.0,2111.85,5.0,16050.06,9,Sep,3,Wednesday
2025-11-03,Pune,Groceries,10.0,332.53,0.0,3325.3,11,Nov,4,Monday
2025-02-11,Delhi,Beauty,3.0,731.74,15.0,1865.94,2,Feb,1,Tuesday
2024-07-31,Chennai,Electronics,11.0,8434.04,15.0,78858.27,7,Jul,3,Wednesday
2025-01-31,Chennai,Groceries,8.0,408.29,15.0,2776.37,1,Jan,1,Friday
2024-01-10,Delhi,Home & Kitchen,8.0,1500.3,15.0,10202.04,1,Jan,1,Wednesday
2025-11-22,Chennai,Electronics,10.0,9495.12,25.0,71213.4,11,Nov,4,Saturday
2025-01-02,Chennai,Beauty,7.0,438.25,5.0,2914.36,1,Jan,1,Thursday
2025-06-11,Chennai,Groceries,2.0,518.25,0.0,1036.5,6,Jun,2,Wednesday
2025-01-25,Pune,Electronics,9.0,6149.51,5.0,52578.31,1,Jan,1,Saturday
2024-06-08,Delhi,Home & Kitchen,5.0,2081.86,10.0,9368.37,6,Jun,2,Saturday
2025-11-05,Mumbai,Clothing,8.0,1461.31,20.0,9352.38,11,Nov,4,Wednesday
2024-10-16,Pune,Electronics,14.0,7536.9,5.0,100240.77,10,Oct,4,Wednesday
2025-02-05,Bangalore,Sports,5.0,1870.56,5.0,8885.16,2,Feb,1,Wednesday
2025-07-24,Pune,Home & Kitchen,9.0,2198.48,0.0,19786.32,7,Jul,3,Thursday
2024-10-06,Bangalore,Clothing,8.0,1181.86,5.0,8982.14,10,Oct,4,Sunday
2024-12-02,Bangalore,Electronics,9.0,7401.86,10.0,59955.07,12,Dec,4,Monday
2024-05-13,Bangalore,Sports,4.0,1754.44,5.0,6666.87,5,May,2,Monday
2025-07-12,Pune,Groceries,2.0,234.69,20.0,375.5,7,Jul,3,Saturday
2024-10-30,Delhi,Groceries,11.0,312.3,10.0,3091.77,10,Oct,4,Wednesday
2024-10-11,Mumbai,Beauty,7.0,814.8,15.0,4848.06,10,Oct,4,Friday
2025-01-10,Pune,Home & Kitchen,4.0,1445.69,15.0,4915.35,1,Jan,1,Friday
2024-04-27,Bangalore,Electronics,7.0,10992.13,10.0,69250.42,4,Apr,2,Saturday
2024-06-03,Pune,Beauty,5.0,616.72,20.0,2466.88,6,Jun,2,Monday
2025-11-15,Pune,Clothing,11.0,996.91,0.0,10966.01,11,Nov,4,Saturday
2025-11-30,Delhi,Clothing,3.0,1421.89,10.0,3839.1,11,Nov,4,Sunday
2024-08-23,Mumbai,Home & Kitchen,2.0,1802.31,25.0,2703.46,8,Aug,3,Friday
2024-11-04,Chennai,Home & Kitchen,13.0,1834.43,15.0,20270.45,11,Nov,4,Monday
2025-10-05,Delhi,Beauty,8.0,492.62,0.0,3940.96,10,Oct,4,Sunday
2024-10-26,Delhi,Clothing,8.0,1341.07,0.0,10728.56,10,Oct,4,Saturday
2024-03-31,Delhi,Electronics,10.0,7746.51,15.0,65845.34,3,Mar,1,Sunday
2024-01-08,Delhi,Sports,6.0,2973.73,0.0,17842.38,1,Jan,1,Monday
2024-07-12,Delhi,Clothing,5.0,902.23,0.0,4511.15,7,Jul,3,Friday
2024-03-04,Mumbai,Beauty,9.0,654.09,10.0,5298.13,3,Mar,1,Monday
2025-08-26,Chennai,Sports,7.0,2123.18,0.0,14862.26,8,Aug,3,Tuesday
2025-09-01,Chennai,Beauty,4.0,605.16,0.0,2420.64,9,Sep,3,Monday
2024-05-24,Delhi,Clothing,5.0,792.22,15.0,3366.94,5,May,2,Friday
2025-09-15,Chennai,Electronics,6.0,9689.94,10.0,52325.68,9,Sep,3,Monday
2025-08-15,Delhi,Beauty,3.0,656.46,0.0,1969.38,8,Aug,3,Friday
2024-11-16,Delhi,Clothing,6.0,1196.65,10.0,6461.91,11,Nov,4,Saturday
2025-09-20,Mumbai,Clothing,11.0,1452.15,0.0,15973.65,9,Sep,3,Saturday
2025-07-13,Pune,Clothing,6.0,1254.87,0.0,7529.22,7,Jul,3,Sunday
2025-12-23,Bangalore,Electronics,5.0,7640.25,10.0,34381.12,12,Dec,4,Tuesday
2025-12-02,Bangalore,Home & Kitchen,13.0,1795.11,5.0,22169.61,12,Dec,4,Tuesday
2025-01-14,Mumbai,Groceries,4.0,481.86,25.0,1445.58,1,Jan,1,Tuesday
2025-09-10,Pune,Sports,5.0,3005.59,10.0,13525.16,9,Sep,3,Wednesday
2025-10-07,Chennai,Groceries,7.0,386.58,10.0,2435.45,10,Oct,4,Tuesday
2024-08-27,Bangalore,Electronics,11.0,10909.89,5.0,114008.35,8,Aug,3,Tuesday
2025-04-01,Bangalore,Sports,5.0,2619.66,5.0,12443.38,4,Apr,2,Tuesday
2024-12-22,Bangalore,Groceries,5.0,343.65,15.0,1460.51,12,Dec,4,Sunday
2025-01-22,Pune,Clothing,6.0,1257.74,0.0,7546.44,1,Jan,1,Wednesday
2025-05-18,Bangalore,Clothing,4.0,1280.46,10.0,4609.66,5,May,2,Sunday
2024-01-27,Mumbai,Electronics,7.0,9837.23,5.0,65417.58,1,Jan,1,Saturday
2025-06-06,Delhi,Clothing,9.0,891.48,5.0,7622.15,6,Jun,2,Friday
2025-12-21,Mumbai,Electronics,6.0,7788.56,20.0,37385.09,12,Dec,4,Sunday
2024-12-20,Bangalore,Electronics,8.0,8552.81,5.0,65001.36,12,Dec,4,Friday
2024-09-12,Delhi,Clothing,5.0,1039.82,25.0,3899.32,9,Sep,3,Thursday
2025-03-04,Delhi,Clothing,9.0,955.67,10.0,7740.93,3,Mar,1,Tuesday
2024-06-03,Delhi,Electronics,8.0,11567.74,5.0,87914.82,6,Jun,2,Monday
2024-07-29,Mumbai,Beauty,6.0,597.23,25.0,2687.54,7,Jul,3,Monday
2025-03-25,Pune,Home & Kitchen,9.0,1852.8,10.0,15007.68,3,Mar,1,Tuesday
2024-06-08,Pune,Groceries,8.0,236.28,0.0,1890.24,6,Jun,2,Saturday
2024-05-21,Chennai,Clothing,6.0,706.74,0.0,4240.44,5,May,2,Tuesday
2024-01-17,Mumbai,Sports,8.0,2482.24,25.0,14893.44,1,Jan,1,Wednesday
2024-12-21,Bangalore,Clothing,5.0,933.84,5.0,4435.74,12,Dec,4,Saturday
2024-05-12,Bangalore,Home & Kitchen,5.0,1824.02,15.0,7752.08,5,May,2,Sunday
2025-03-24,Mumbai,Groceries,11.0,260.61,20.0,2293.37,3,Mar,1,Monday
2024-11-03,Chennai,Electronics,12.0,7112.27,5.0,81079.88,11,Nov,4,Sunday
2024-10-23,Mumbai,Groceries,7.0,379.8,0.0,2658.6,10,Oct,4,Wednesday
2024-02-23,Pune,Groceries,3.0,527.34,5.0,1502.92,2,Feb,1,Friday
2025-10-02,Bangalore,Groceries,5.0,468.05,15.0,1989.21,10,Oct,4,Thursday
2025-09-03,Pune,Beauty,2.0,508.16,10.0,914.69,9,Sep,3,Wednesday
2024-09-24,Mumbai,Home & Kitchen,8.0,2118.9,5.0,16103.64,9,Sep,3,Tuesday
2025-09-22,Chennai,Clothing,8.0,1022.46,20.0,6543.74,9,Sep,3,Monday
2024-02-12,Mumbai,Beauty,12.0,739.41,0.0,8872.92,2,Feb,1,Monday
2024-01-07,Chennai,Home & Kitchen,3.0,2308.64,5.0,6579.62,1,Jan,1,Sunday
2025-04-16,Pune,Sports,1.0,2693.79,5.0,2559.1,4,Apr,2,Wednesday
2025-07-17,Bangalore,Home & Kitchen,8.0,1497.81,0.0,11982.48,7,Jul,3,Thursday
2024-05-29,Bangalore,Electronics,7.0,9726.96,20.0,54470.98,5,May,2,Wednesday
2025-09-28,Mumbai,Clothing,3.0,959.6,0.0,2878.8,9,Sep,3,Sunday
2024-05-13,Pune,Clothing,8.0,1412.67,0.0,11301.36,5,May,2,Monday
2024-05-28,Mumbai,Clothing,12.0,1228.23,0.0,14738.76,5,May,2,Tuesday
2024-05-21,Chennai,Sports,11.0,1882.45,15.0,17600.91,5,May,2,Tuesday
2025-10-12,Bangalore,Groceries,3.0,318.82,5.0,908.64,10,Oct,4,Sunday
2024-01-06,Pune,Electronics,6.0,8004.93,5.0,45628.1,1,Jan,1,Saturday
2025-06-10,Chennai,Groceries,7.0,396.14,0.0,2772.98,6,Jun,2,Tuesday
2024-04-18,Mumbai,Electronics,9.0,9256.99,15.0,70815.97,4,Apr,2,Thursday
2024-08-08,Mumbai,Clothing,8.0,1071.31,10.0,7713.43,8,Aug,3,Thursday
2025-08-20,Bangalore,Clothing,4.0,1259.13,5.0,4784.69,8,Aug,3,Wednesday
2024-02-15,Mumbai,Clothing,5.0,1077.63,5.0,5118.74,2,Feb,1,Thursday
2024-07-16,Chennai,Beauty,7.0,597.08,20.0,3343.65,7,Jul,3,Tuesday
2025-12-09,Pune,Groceries,4.0,218.81,5.0,831.48,12,Dec,4,Tuesday
2025-12-07,Pune,Electronics,8.0,9156.25,20.0,58600.0,12,Dec,4,Sunday
2025-09-21,Bangalore,Electronics,4.0,10720.44,0.0,42881.76,9,Sep,3,Sunday
2025-09-16,Pune,Clothing,8.0,1341.12,0.0,10728.96,9,Sep,3,Tuesday
2024-08-08,Pune,Groceries,5.0,307.17,0.0,1535.85,8,Aug,3,Thursday
2024-09-03,Pune,Electronics,7.0,9419.93,5.0,62642.53,9,Sep,3,Tuesday
2024-06-16,Pune,Electronics,4.0,6325.61,5.0,24037.32,6,Jun,2,Sunday
2025-03-13,Chennai,Electronics,7.0,8537.4,0.0,59761.8,3,Mar,1,Thursday
2024-01-10,Delhi,Clothing,5.0,1221.79,5.0,5803.5,1,Jan,1,Wednesday
2024-08-25,Chennai,Sports,7.0,2404.09,15.0,14304.34,8,Aug,3,Sunday
2025-12-09,Mumbai,Groceries,7.0,358.97,10.0,2261.51,12,Dec,4,Tuesday
2024-07-05,Delhi,Sports,5.0,1900.59,0.0,9502.95,7,Jul,3,Friday
2025-09-28,Pune,Electronics,6.0,11683.18,10.0,63089.17,9,Sep,3,Sunday
2024-11-12,Pune,Groceries,10.0,205.46,0.0,2054.6,11,Nov,4,Tuesday
2024-11-12,Pune,Groceries,5.0,285.46,15.0,1213.2,11,Nov,4,Tuesday
2024-11-26,Pune,Beauty,6.0,587.37,15.0,2995.59,11,Nov,4,Tuesday
2025-04-08,Mumbai,Clothing,5.0,1193.45,5.0,5668.89,4,Apr,2,Tuesday
2024-04-15,Delhi,Groceries,7.0,406.98,20.0,2279.09,4,Apr,2,Monday
2024-10-02,Bangalore,Home & Kitchen,9.0,2038.46,10.0,16511.53,10,Oct,4,Wednesday
2025-04-21,Delhi,Groceries,4.0,329.63,5.0,1252.59,4,Apr,2,Monday
2025-04-05,Chennai,Home & Kitchen,8.0,1680.39,10.0,12098.81,4,Apr,2,Saturday
2025-10-14,Chennai,Home & Kitchen,7.0,1804.48,10.0,11368.22,10,Oct,4,Tuesday
2025-03-01,Chennai,Clothing,13.0,1237.03,5.0,15277.32,3,Mar,1,Saturday
2024-07-14,Delhi,Beauty,5.0,881.89,5.0,4188.98,7,Jul,3,Sunday
2024-10-29,Bangalore,Groceries,6.0,483.02,20.0,2318.5,10,Oct,4,Tuesday
2024-05-30,Mumbai,Beauty,9.0,671.22,0.0,6040.98,5,May,2,Thursday
2025-09-29,Mumbai,Groceries,2.0,315.88,5.0,600.17,9,Sep,3,Monday
2024-05-07,Mumbai,Groceries,5.0,501.3,10.0,2255.85,5,May,2,Tuesday
2024-09-17,Mumbai,Groceries,2.0,409.94,5.0,778.89,9,Sep,3,Tuesday
2024-05-10,Mumbai,Clothing,5.0,1180.69,10.0,5313.1,5,May,2,Friday
2024-08-19,Pune,Groceries,3.0,415.21,10.0,1121.07,8,Aug,3,Monday
2025-12-04,Pune,Clothing,10.0,1278.54,5.0,12146.13,12,Dec,4,Thursday
2025-09-17,Bangalore,Clothing,5.0,1553.44,15.0,6602.12,9,Sep,3,Wednesday
2024-05-22,Delhi,Electronics,6.0,5989.04,0.0,35934.24,5,May,2,Wednesday
2025-10-13,Bangalore,Clothing,10.0,1402.29,15.0,11919.46,10,Oct,4,Monday
2025-08-10,Chennai,Clothing,4.0,1052.39,15.0,3578.13,8,Aug,3,Sunday
2024-12-07,Pune,Electronics,5.0,7875.02,15.0,33468.84,12,Dec,4,Saturday
2024-08-06,Mumbai,Clothing,3.0,1008.58,0.0,3025.74,8,Aug,3,Tuesday
2024-05-10,Bangalore,Groceries,7.0,493.24,10.0,3107.41,5,May,2,Friday
2025-04-13,Delhi,Beauty,6.0,575.24,5.0,3278.87,4,Apr,2,Sunday
2025-01-09,Delhi,Home & Kitchen,18.0,1926.83,15.0,29480.5,1,Jan,1,Thursday
